0,"","","","","","","","","","","","",""
344,"Observed decadal mean seasonal temperature change","Observed decadal mean temperature change (deviations from the 1901-1960 average, F) for the contiguous United States for winter (top left, blue line), spring (top right, green line), summer (bottom left red line), and fall (bottom right, orange line). Based on a new gridded data set from NCDC for the NWS Cooperative Observer Network (R. Vose, personal communication, June 06, 2011). Gray lines indicate 20th and 21st century simulations from 15 CMIP3 models, for the high (A2) emissions scenario.","US","Observed, Simulated","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","Climate Division Database, CMIP3","ftp://ncdcftp/pub/upload/7days, http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php","","","",""
345,"Observed decadal mean annual precipitation change","Observed decadal mean annual precipitation change (deviations from the 1901-1960 average, %) for the contiguous United States (black line). Based on a new gridded data set from NCDC for the NWS Cooperative Observer Network (R. Vose, personal communication, June 06, 2011). Gray lines indicate the 20th and 21st century simulations from 15 CMIP3 models, for the high (A2) emissions scenario.","US","Observed, Simulated","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","Climate Division Database, CMIP3","ftp://ncdcftp/pub/upload/7days, http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php","","","",""
346,"Observed decadal mean seasonal precipitation change","Observed decadal mean precipitation change (deviations from the 1901-1960 average, %) for the contiguous United States for winter (top left, blue line), spring (top right, green line), summer (bottom left red line), and fall (bottom right, orange line). Based on a new gridded data set from NCDC for the NWS Cooperative Observer Network (R. Vose, personal communication, June 06, 2011). Gray lines indicate 20th and 21st century simulations from 15 CMIP3 models, for the high (A2) emissions scenario.","US","Observed, Simulated","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","Climate Division Database, CMIP3","ftp://ncdcftp/pub/upload/7days, http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php","","","",""
347,"Model temperature change scatterplot","Simulated decadal mean change in annual temperature (F) for the contiguous United States for each future decadal time period (represented by their approximate midpoints, e.g. 2015 = 2011-2020), with respect to the reference period of 2001-2010. Values are given for all 15 CMIP3 models for the high (A2, top) and low (B1, bottom) emissions scenarios. Large circles depict the multi-model means. Each individual model is represented by a black plus sign (+), or a red x if the value is statistically significant at the 95% confidence level. Blue lines indicate the 10th and 90th percentiles of 30 annual anomaly values from 1981-2010.","US","Simulated","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","CMIP3","http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php","","","",""
348,"Model precipitation change scatterplot","Simulated decadal mean change in annual precipitation (%) for the contiguous United States for each future decadal time period (represented by their approximate midpoints, e.g. 2015 = 2011-2020), with respect to the reference period of 2001-2010. Values are given for all 15 CMIP3 models for the high (A2, top) and low (B1, bottom) emissions scenarios. Large circles depict the multi-model means. Each individual model is represented by a black plus sign (+), or a red x if the value is statistically significant at the 95% confidence level. Blue lines indicate the 10th and 90th percentiles of the 30 annual anomaly values from 1981-2010.","US","Simulated","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","CMIP3","http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php","","","",""
349,"Projected greenhouse gas emissions and atmospheric CO2 concentrations","a) Global greenhouse gas (GHG) emissions (GtCO2-equivalent per year) from 2000 to 2100 for two of the SRES scenarios: A2 (red line) and B1 (blue line). Adapted from IPCC (2007) Fig. 3.1. b) Observed annual mean (black line) and projected atmospheric CO2 concentrations (ppm) for two of the SRES scenarios: A2 (red line) and B1 (blue line). Observations are measurements from the Mauna Loa Observatory, Hawaii, from 1958 to 2008. Projections are from two fast carbon cycle models the Bern Model and the Integrated Science Assessment Model (ISAM). Data from IPCC (2012). These graphs show that the CO2 concentrations are comparable under these two scenarios in the early part of the 21st century but diverge greatly by the end of the century.","Alaska","","Greenhouse gas emissions, CO2 concentrations","Climate of Alaska","Laura Stevens","IPCC","","","","",""
350,"Mean annual temperature (C)","Mean annual temperature (C) in Alaska for 2000-2009. Maps were produced by the Scenarios Network for Alaska Planning (SNAP) at the University of Alaska Fairbanks using data from the Climatic Research Unit (CRU) at the University of East Anglia, downscaled using the base climatology produced by the PRISM Climate Group at Oregon State University.","Alaska","","","Climate of Alaska","","PRISM","","","","",""
351,"Mean annual precipitation (mm)","Mean annual precipitation (mm) in Alaska for 2000-2009. Maps were produced by the Scenarios Network for Alaska Planning (SNAP) at the University of Alaska Fairbanks using data from the Climatic Research Unit (CRU) at the University of East Anglia, downscaled using the base climatology produced by the PRISM Climate Group at Oregon State University.","Alaska","","","Climate of Alaska","","PRISM","","","","",""
352,"Mean Annual Temperature Departure for Alaska (1949 - 2009)","Annual temperature departure from the long-term mean (1949-2009) for 20 first-order observing stations in Alaska. Black line represents the 5-year running average. Figure from Alaska Climate Research Center (http://climate.gi.alaska.edu/ClimTrends/Change/TempChange.html).","Alaska","","","Climate of Alaska","","","","","","",""
353,"Total Change in Mean Seasonal and Annual Temperature (F), 1949 - 2009","Total change in mean seasonal and annual temperature for 20 first-order observing stations from 1949-2009. Table from Alaska Climate Research Center (http://climate.gi.alaska.edu/ClimTrends/Change/TempChange.html).","Alaska","","","Climate of Alaska","","","","","","",""
354,"Percent of stations displaying extreme temperatures","Percent of stations in each region displaying increasing trends in occurence of warm extremes and decreasing trends in frequency of cold extremes in spring (1950-2008). ","Alaska","","","Climate of Alaska","","","","","","",""
355,"Time series of cold waves / heat waves","Time series (1949-2010) of an index for the occurrence of: cold waves defined as 4-day periods (blue) and 7-day periods (red) that are colder than the threshold for a 1-in-5 year recurrence (top), and heat waves defined as 4-day periods (blue) and 7-day periods (red) that are warmer than the threshold for a 1-in- 5-year recurrence (bottom). Based on data from the National Climatic Data Center Cooperative Observer Network and based on methods from Kunkel et al. (1999).","Alaska","Observed","","Climate of Alaska","","GHCN-D","ftp://ftp.ncdc.noaa.gov/pub/data/ghcn/daily/","","","",""
356,"Percent of stations dispalying extreme precipitation","Percent of stations in each region displaying increasing trends in occurrence of extreme 3-day precipitation events from 1950 to 2008.","Alaska","","","Climate of Alaska","","","","","","",""
357,"Sea ice extent","Extent of sea ice in September of 1980 (outer red boundary), 2005 (outer pink boundary) and 2007 (outer white boundary). From Perovich and Richter-Menge (2009).","Alaska","","","Climate of Alaska","","","","","","",""
358,"Time series of sea ice","Time series of ice-covered area in the Bering Sea January 1979 through December 2011. Figure provided by William Chapman, University of Illinois. Data available at: http://arctic.atmos.uiuc.edu/cryosphere/.","Alaska","","","Climate of Alaska","","SEAICE","http://arctic.atmos.uiuc.edu/SEAICE/","","","",""
359,"CMIP3 Models Listing","Listing of the 15 models used for the CMIP3 simulations (left column). The 5 models used in the downscaled analyses are indicated (right column). For detailed characteristics and documentation of the models, see: http://www-pcmdi.llnl.gov/ipcc/model_documentation/ipcc_model_documentation.php","Alaska","Simulated","","Climate of Alaska","","CMIP3","http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php","","","",""
360,"CMIP3, MULTI-MODEL MEAN SIMULATION Temperature Difference (F) from 1971-2000","Simulated difference in mean annual temperature (F) for Alaska, for each future time period (2021-2050, 2041-2070, and 2070-2099) with respect to the reference period of 1971-1999. These fields are multi-model means for the high (A2) and low (B1) emissions scenarios from the 14 (B1) or 15 (A2) CMIP3 global climate simulations. Color with hatching indicates that more than 50% of the models show a statistically significant change in temperature, and more than 67% agree on the sign of the change (see text). The far northwestern portion of Alaska sees the greatest amount of warming for both emissions scenarios and all time periods.","Alaska","Simulated","","Climate of Alaska","","CMIP3_TTest","","","","",""
